DATA;CD_GEOCMU;CD_GEOCMU6DIG;NM_MUNICIP;NM_MUNICIP2;NRS;NM_RS;LONG;LAT;CASO_CONF;CASO_ACOMP;CASO_TOTAL;CURADOS;ATIVOS;OBITO_ACUM;DIAS_ULTIMO_CASO;POP_MUN;OBITO_NOVO;LETALIDADE;PREVALENCIA
2021-09-03;2923050;292305;NOVO TRIUNFO;Novo Triunfo;Nordeste;Ribeira do Pombal;-38,449429;-10,36816;654;0;654;650;0;7;1;15443;0;1,07;4234,93
2021-09-03;2923100;292310;OLINDINA;Olindina;Nordeste;Ribeira do Pombal;-38,354792;-11,434911;1461;0;1461;1437;0;24;6;28304;0;1,64;5161,81
2021-09-03;2923209;292320;OLIVEIRA DOS BREJINHOS;Oliveira dos Brejinhos;Oeste;Ibotirama;-42,734881;-12,283355;1136;2;1138;1111;7;18;0;21810;0;1,58;5208,62
2021-09-03;2923308;292330;OURIÇANGAS;Ouriçangas;Nordeste;Alagoinhas;-38,653673;-12,009336;542;0;542;533;0;10;19;8570;0;1,85;6324,39
2021-09-03;2923357;292335;OUROLÂNDIA;Ourolândia;Centro-norte;Jacobina;-41,137091;-10,847911;1713;0;1713;1697;2;14;18;17511;0;0,82;9782,42
2021-09-03;2923407;292340;PALMAS DE MONTE ALTO;Palmas de Monte Alto;Sudoeste;Guanambi;-43,217804;-14,175408;1012;0;1012;982;13;17;0;21796;0;1,68;4643,05
2021-09-03;2923506;292350;PALMEIRAS;Palmeiras;Centro-leste;Seabra;-41,553922;-12,552429;299;3;302;290;2;7;0;9071;0;2,34;3296,22
2021-09-03;2923605;292360;PARAMIRIM;Paramirim;Sudoeste;Brumado;-42,240359;-13,519656;659;0;659;641;0;20;2;21695;0;3,03;3037,57
2021-09-03;2923704;292370;PARATINGA;Paratinga;Oeste;Ibotirama;-43,064445;-12,690719;1633;0;1633;1602;0;32;0;32141;0;1,96;5080,74
2021-09-03;2923803;292380;PARIPIRANGA;Paripiranga;Nordeste;Ribeira do Pombal;-37,900819;-10,616713;1404;1;1405;1363;10;31;0;29058;0;2,21;4831,72
2021-09-03;2923902;292390;PAU BRASIL;Pau Brasil;Sul;Itabuna;-39,690474;-15,468285;1001;0;1001;974;2;25;12;9686;0;2,5;10334,5
2021-09-03;2924009;292400;PAULO AFONSO;Paulo Afonso;Norte;Paulo Afonso;-38,293546;-9,539588;8804;2;8806;8559;12;233;0;118516;0;2,65;7428,53
2021-09-03;2924058;292405;PÉ DE SERRA;Pé de Serra;Centro-leste;Feira de Santana;-39,609677;-11,872035;1566;1;1567;1488;69;9;1;13556;0;0,57;11552,08
2021-09-03;2924108;292410;PEDRÃO;Pedrão;Nordeste;Alagoinhas;-38,640544;-12,12957;336;0;336;333;0;3;9;7394;0;0,89;4544,23
2021-09-03;2924207;292420;PEDRO ALEXANDRE;Pedro Alexandre;Norte;Paulo Afonso;-37,950336;-10,063191;550;0;550;542;0;9;15;16682;0;1,64;3296,97
2021-09-03;2924306;292430;PIATÃ;Piatã;Centro-leste;Seabra;-41,877448;-13,04604;1386;0;1386;1356;0;30;4;16984;0;2,16;8160,62
2021-09-03;2924405;292440;PILÃO ARCADO;Pilão Arcado;Norte;Juazeiro;-43,116428;-10,007667;689;0;689;673;0;18;13;35175;0;2,61;1958,78
2021-09-03;2924504;292450;PINDAÍ;Pindaí;Sudoeste;Guanambi;-42,678568;-14,471618;899;0;899;882;6;11;0;16285;0;1,22;5520,42
2021-09-03;2924603;292460;PINDOBAÇU;Pindobaçu;Norte;Senhor do Bonfim;-40,340971;-10,72387;1636;0;1636;1604;1;31;12;20098;0;1,89;8140,11
2021-09-03;2924652;292465;PINTADAS;Pintadas;Centro-leste;Feira de Santana;-39,897979;-11,868874;947;0;947;934;6;7;0;10394;0;0,74;9111,03
2021-09-03;2924678;292467;PIRAÍ DO NORTE;Piraí do Norte;Sul;Valença;-39,376851;-13,805445;935;0;935;923;0;12;4;10036;0;1,28;9316,46
2021-09-03;2924702;292470;PIRIPÁ;Piripá;Sudoeste;Vitória da Conquista;-41,716107;-15,003902;995;0;995;989;0;8;24;10475;0;0,8;9498,81
2021-09-03;2924801;292480;PIRITIBA;Piritiba;Centro-norte;Jacobina;-40,605378;-11,694956;757;0;757;742;0;15;1;24964;0;1,98;3032,37
2021-09-03;2924900;292490;PLANALTINO;Planaltino;Sul;Jequié;-40,303187;-13,186496;623;0;623;615;0;10;34;9370;0;1,61;6648,88
2021-09-03;2925006;292500;PLANALTO;Planalto;Sudoeste;Vitória da Conquista;-40,457387;-14,708578;1881;0;1881;1845;5;31;0;26426;0;1,65;7117,99
2021-09-03;2925105;292510;POÇÕES;Poções;Sudoeste;Vitória da Conquista;-40,382614;-14,536483;3882;0;3882;3808;0;79;2;46879;0;2,04;8280,89
2021-09-03;2925204;292520;POJUCA;Pojuca;Leste;Camaçari;-38,252964;-12,361734;3748;0;3748;3688;9;51;0;39972;0;1,36;9376,56
2021-09-03;2925253;292525;PONTO NOVO;Ponto Novo;Norte;Senhor do Bonfim;-40,105711;-10,958925;689;0;689;678;1;10;0;14819;0;1,45;4649,44
2021-09-03;2925303;292530;PORTO SEGURO;Porto Seguro;Extremo sul;Porto Seguro;-39,279104;-16,625016;11266;6;11272;10963;72;231;0;150658;0;2,05;7477,86
2021-09-03;2925402;292540;POTIRAGUÁ;Potiraguá;Sudoeste;Itapetinga;-39,772076;-15,681223;527;0;527;516;0;12;19;6916;0;2,28;7620,01
2021-09-03;2925501;292550;PRADO;Prado;Extremo sul;Teixeira de Freitas;-39,352013;-17,129693;2229;3;2232;2154;19;56;0;28194;0;2,51;7905,94
2021-09-03;2925600;292560;PRESIDENTE DUTRA;Presidente Dutra;Centro-norte;Irecê;-41,99531;-11,303399;1514;0;1514;1491;0;26;4;15160;0;1,72;9986,81
2021-09-03;2925709;292570;PRESIDENTE JÂNIO QUADROS;Presidente Jânio Quadros;Sudoeste;Vitória da Conquista;-41,72582;-14,696427;719;0;719;707;0;12;13;12179;0;1,67;5903,6
2021-09-03;2925758;292575;PRESIDENTE TANCREDO NEVES;Presidente Tancredo Neves;Leste;Santo Antônio de Jesus;-39,417648;-13,449235;1820;0;1820;1772;7;41;2;28004;0;2,25;6499,07
2021-09-03;2925808;292580;QUEIMADAS;Queimadas;Centro-leste;Serrinha;-39,752452;-11,056724;1545;0;1545;1504;2;39;0;25433;0;2,52;6074,78
2021-09-03;2925907;292590;QUIJINGUE;Quijingue;Centro-leste;Serrinha;-39,049783;-10,778079;498;1;499;481;0;20;10;27626;0;4,02;1802,65
2021-09-03;2925931;292593;QUIXABEIRA;Quixabeira;Centro-norte;Jacobina;-40,118614;-11,392515;815;0;815;807;0;8;20;8956;0;0,98;9100,04
2021-09-03;2925956;292595;RAFAEL JAMBEIRO;Rafael Jambeiro;Centro-leste;Feira de Santana;-39,574079;-12,478738;1281;1;1282;1251;5;25;0;22633;0;1,95;5659,88
2021-09-03;2926004;292600;REMANSO;Remanso;Norte;Juazeiro;-42,25422;-9,598436;2053;0;2053;1988;0;69;0;41170;0;3,36;4986,64
2021-09-03;2926103;292610;RETIROLÂNDIA;Retirolândia;Centro-leste;Serrinha;-39,416695;-11,503042;1637;0;1637;1621;3;13;10;14495;0;0,79;11293,55
2021-09-03;2926202;292620;RIACHÃO DAS NEVES;Riachão das Neves;Oeste;Barreiras;-45,217792;-11,623038;1467;0;1467;1420;2;45;1;22334;0;3,07;6568,46
2021-09-03;2926301;292630;RIACHÃO DO JACUÍPE;Riachão do Jacuípe;Centro-leste;Feira de Santana;-39,423475;-11,801011;4353;12;4365;4303;5;45;0;33468;0;1,03;13006,45
2021-09-03;2926400;292640;RIACHO DE SANTANA;Riacho de Santana;Sudoeste;Guanambi;-43,049694;-13,633176;1834;0;1834;1793;0;41;4;35593;0;2,24;5152,7
2021-09-03;2926509;292650;RIBEIRA DO AMPARO;Ribeira do Amparo;Nordeste;Ribeira do Pombal;-38,383809;-10,972639;1058;0;1058;1045;4;9;10;14612;0;0,85;7240,62
2021-09-03;2926608;292660;RIBEIRA DO POMBAL;Ribeira do Pombal;Nordeste;Ribeira do Pombal;-38,551265;-10,797554;5450;0;5450;5375;3;72;0;53956;0;1,32;10100,82
2021-09-03;2926657;292665;RIBEIRÃO DO LARGO;Ribeirão do Largo;Sudoeste;Vitória da Conquista;-40,651847;-15,427224;455;0;455;448;0;9;2;5343;0;1,98;8515,82
2021-09-03;2926707;292670;RIO DE CONTAS;Rio de Contas;Sudoeste;Brumado;-41,746577;-13,581612;719;0;719;709;3;7;1;12932;0;0,97;5559,85
2021-09-03;2926806;292680;RIO DO ANTÔNIO;Rio do Antônio;Sudoeste;Guanambi;-42,084136;-14,310255;1035;1;1036;1015;3;17;6;15448;0;1,64;6699,9
2021-09-03;2926905;292690;RIO DO PIRES;Rio do Pires;Sudoeste;Brumado;-42,147712;-13,134756;322;0;322;313;0;11;16;11663;0;3,42;2760,87
2021-09-03;2927002;292700;RIO REAL;Rio Real;Nordeste;Alagoinhas;-37,912748;-11,547921;3102;0;3102;3053;3;46;2;40976;0;1,48;7570,29
2021-09-03;2927101;292710;RODELAS;Rodelas;Norte;Paulo Afonso;-38,692464;-9,183933;329;0;329;322;0;7;11;9442;0;2,13;3484,43
2021-09-03;2927200;292720;RUY BARBOSA;Ruy Barbosa;Centro-leste;Itaberaba;-40,629652;-12,243549;2571;2;2573;2537;1;33;0;30857;0;1,28;8331,98
2021-09-03;2927309;292730;SALINAS DA MARGARIDA;Salinas da Margarida;Leste;Santo Antônio de Jesus;-38,758373;-12,885294;1505;0;1505;1487;0;21;20;15862;0;1,4;9488,08
2021-09-03;2927408;292740;SALVADOR;Salvador;Leste;Salvador;-38,51462;-12,873507;235147;6;235153;226916;376;7855;0;2886698;13;3,34;8145,88
2021-09-03;2927507;292750;SANTA BÁRBARA;Santa Bárbara;Centro-leste;Feira de Santana;-38,982309;-11,939431;1339;0;1339;1319;0;23;0;20883;0;1,72;6411,91
2021-09-03;2927606;292760;SANTA BRÍGIDA;Santa Brígida;Norte;Paulo Afonso;-38,150149;-9,763086;972;0;972;950;2;20;7;14063;0;2,06;6911,75
2021-09-03;2927705;292770;SANTA CRUZ CABRÁLIA;Santa Cruz Cabrália;Extremo sul;Porto Seguro;-39,200954;-16,229178;2596;0;2596;2554;11;31;0;27922;0;1,19;9297,33
2021-09-03;2927804;292780;SANTA CRUZ DA VITÓRIA;Santa Cruz da Vitória;Sul;Itabuna;-39,814773;-14,891688;649;0;649;641;0;9;28;6278;0;1,39;10337,69
2021-09-03;2927903;292790;SANTA INÊS;Santa Inês;Sul;Jequié;-39,848806;-13,284706;682;0;682;671;0;12;27;10606;0;1,76;6430,32
2021-09-03;2928000;292800;SANTALUZ;Santaluz;Centro-leste;Serrinha;-39,485235;-11,220236;3397;0;3397;3347;0;51;0;37531;0;1,5;9051,18
2021-09-03;2928059;292805;SANTA LUZIA;Santa Luzia;Sul;Ilhéus;-39,244959;-15,448212;1165;0;1165;1131;5;29;1;12449;0;2,49;9358,18
2021-09-03;2928109;292810;SANTA MARIA DA VITÓRIA;Santa Maria da Vitória;Oeste;Santa Maria da Vitória;-44,379979;-13,21835;3071;1;3072;2987;25;59;0;39775;0;1,92;7720,93
2021-09-03;2928208;292820;SANTANA;Santana;Oeste;Santa Maria da Vitória;-43,942383;-13,065657;461;10;471;436;0;34;0;26705;0;7,38;1726,27
2021-09-03;2928307;292830;SANTANÓPOLIS;Santanópolis;Centro-leste;Feira de Santana;-38,862259;-11,975172;710;0;710;696;1;13;6;8966;0;1,83;7918,8
2021-09-03;2928406;292840;SANTA RITA DE CÁSSIA;Santa Rita de Cássia;Oeste;Barreiras;-44,555833;-11,007987;2701;2;2703;2660;3;38;1;28481;1;1,41;9483,52
2021-09-03;2928505;292850;SANTA TERESINHA;Santa Teresinha;Leste;Santo Antônio de Jesus;-39,571741;-12,734162;635;1;636;611;13;11;2;10464;0;1,73;6068,43
2021-09-03;2928604;292860;SANTO AMARO;Santo Amaro;Leste;Salvador;-38,763265;-12,56572;3126;0;3126;3034;6;86;2;60131;0;2,75;5198,65
2021-09-03;2928703;292870;SANTO ANTÔNIO DE JESUS;Santo Antônio de Jesus;Leste;Santo Antônio de Jesus;-39,226621;-13,008297;13146;1;13147;12963;15;168;0;102380;0;1,28;12840,4
2021-09-03;2928802;292880;SANTO ESTÊVÃO;Santo Estêvão;Centro-leste;Feira de Santana;-39,269012;-12,468336;4585;0;4585;4516;4;65;1;53269;0;1,42;8607,26
2021-09-03;2928901;292890;SÃO DESIDÉRIO;São Desidério;Oeste;Barreiras;-45,490189;-12,804393;3290;3;3293;3242;0;48;0;34266;0;1,46;9601,35
2021-09-03;2928950;292895;SÃO DOMINGOS;São Domingos;Centro-leste;Serrinha;-39,580388;-11,454355;1003;1;1004;989;2;12;6;9072;0;1,2;11056
2021-09-03;2929008;292900;SÃO FÉLIX;São Félix;Leste;Cruz das Almas;-38,999026;-12,675042;1009;0;1009;1003;0;10;6;14762;0;0,99;6835,12
2021-09-03;2929057;292905;SÃO FÉLIX DO CORIBE;São Félix do Coribe;Leste;Santa Maria da Vitória;-44,029673;-13,551946;1097;1;1098;1067;4;26;0;15468;0;2,37;7092,06
2021-09-03;2929107;292910;SÃO FELIPE;São Felipe;Oeste;Santo Antônio de Jesus;-39,094662;-12,845312;3406;0;3406;3365;11;30;1;21080;0;0,88;16157,5
2021-09-03;2929206;292920;SÃO FRANCISCO DO CONDE;São Francisco do Conde;Leste;Salvador;-38,632045;-12,650808;3743;0;3743;3671;3;69;0;40245;1;1,84;9300,53
2021-09-03;2929255;292925;SÃO GABRIEL;São Gabriel;Centro-norte;Irecê;-41,698253;-11,066448;1795;1;1796;1771;9;15;0;18789;0;0,84;9553,46
2021-09-03;2929305;292930;SÃO GONÇALO DOS CAMPOS;São Gonçalo dos Campos;Centro-leste;Feira de Santana;-38,941374;-12,417177;2467;0;2467;2433;1;33;0;37942;0;1,34;6502,03
2021-09-03;2929354;292935;SÃO JOSÉ DA VITÓRIA;São José da Vitória;Sul;Itabuna;-39,353795;-15,073448;738;0;738;726;4;8;1;5608;0;1,08;13159,77
2021-09-03;2929370;292937;SÃO JOSÉ DO JACUÍPE;São José do Jacuípe;Centro-norte;Jacobina;-39,910341;-11,440049;468;0;468;467;0;2;16;10505;0;0,43;4455,02
2021-09-03;2929404;292940;SÃO MIGUEL DAS MATAS;São Miguel das Matas;Leste;Santo Antônio de Jesus;-39,42337;-13,054075;887;0;887;875;4;8;0;11704;0;0,9;7578,61
2021-09-03;2929503;292950;SÃO SEBASTIÃO DO PASSÉ;São Sebastião do Passé;Leste;Salvador;-38,498164;-12,517206;3524;7;3531;3435;0;91;1;44430;0;2,58;7931,58
2021-09-03;2929602;292960;SAPEAÇU;Sapeaçu;Leste;Cruz das Almas;-39,212869;-12,725894;1896;0;1896;1876;0;23;0;17409;0;1,21;10890,92
2021-09-03;2929701;292970;SÁTIRO DIAS;Sátiro Dias;Nordeste;Alagoinhas;-38,588847;-11,565622;802;0;802;788;0;14;3;17302;0;1,75;4635,3
2021-09-03;2929750;292975;SAUBARA;Saubara;Leste;Salvador;-38,769328;-12,775374;638;0;638;619;0;19;5;12105;0;2,98;5270,55
2021-09-03;2929800;292980;SAÚDE;Saúde;Centro-norte;Jacobina;-40,381343;-10,912534;647;0;647;640;3;4;6;12943;0;0,62;4998,84
2021-09-03;2929909;292990;SEABRA;Seabra;Centro-leste;Seabra;-41,884755;-12,417698;6042;0;6042;5962;1;79;0;44234;0;1,31;13659,18
2021-09-03;2930006;293000;SEBASTIÃO LARANJEIRAS;Sebastião Laranjeiras;Sudoeste;Guanambi;-43,127285;-14,573409;484;1;485;477;0;9;1;11512;0;1,86;4204,31
2021-09-03;2930105;293010;SENHOR DO BONFIM;Senhor do Bonfim;Norte;Senhor do Bonfim;-40,115243;-10,484163;5091;0;5091;4993;17;81;0;79424;0;1,59;6409,9
2021-09-03;2930154;293015;SERRA DO RAMALHO;Serra do Ramalho;Oeste;Santa Maria da Vitória;-43,676195;-13,484295;754;0;754;722;1;31;6;31416;0;4,11;2400,05
2021-09-03;2930204;293020;SENTO SÉ;Sento Sé;Norte;Juazeiro;-41,638028;-10,101683;987;7;994;956;0;31;0;40989;0;3,14;2407,96
2021-09-03;2930303;293030;SERRA DOURADA;Serra Dourada;Oeste;Santa Maria da Vitória;-43,797591;-12,806269;538;0;538;521;2;15;0;17321;0;2,79;3106,06
2021-09-03;2930402;293040;SERRA PRETA;Serra Preta;Centro-leste;Feira de Santana;-39,378587;-12,095383;875;0;875;854;1;20;20;14699;0;2,29;5952,79
2021-09-03;2930501;293050;SERRINHA;Serrinha;Centro-leste;Serrinha;-38,99379;-11,665667;7609;0;7609;7498;11;100;0;81286;0;1,31;9360,78
2021-09-03;2930600;293060;SERROLÂNDIA;Serrolândia;Centro-norte;Jacobina;-40,260883;-11,429022;1124;0;1124;1108;3;13;4;13446;0;1,16;8359,36
2021-09-03;2930709;293070;SIMÕES FILHO;Simões Filho;Leste;Camaçari;-38,400778;-12,768072;9183;0;9183;8926;19;238;0;135783;0;2,59;6763
2021-09-03;2930758;293075;SÍTIO DO MATO;Sítio do Mato;Oeste;Santa Maria da Vitória;-43,474997;-12,855222;228;1;229;219;1;8;6;13059;0;3,51;1745,92
2021-09-03;2930766;293076;SÍTIO DO QUINTO;Sítio do Quinto;Nordeste;Ribeira do Pombal;-38,156417;-10,328224;583;0;583;573;0;11;20;9701;0;1,89;6009,69
2021-09-03;2930774;293077;SOBRADINHO;Sobradinho;Norte;Juazeiro;-40,863997;-9,645748;1713;0;1713;1654;7;52;0;23233;0;3,04;7373,13
2021-09-03;2930808;293080;SOUTO SOARES;Souto Soares;Centro-leste;Seabra;-41,789614;-12,02762;982;0;982;962;0;22;15;17050;0;2,24;5759,53
2021-09-03;2930907;293090;TABOCAS DO BREJO VELHO;Tabocas do Brejo Velho;Oeste;Barreiras;-44,155648;-12,479855;289;0;289;279;0;11;2;12516;0;3,81;2309,04
2021-09-03;2931004;293100;TANHAÇU;Tanhaçu;Sudoeste;Brumado;-41,195412;-14,145964;1472;1;1473;1443;5;24;5;20393;0;1,63;7218,16
2021-09-03;2931053;293105;TANQUE NOVO;Tanque Novo;Sudoeste;Guanambi;-42,537536;-13,556042;1086;0;1086;1067;5;14;0;17443;0;1,29;6225,99
2021-09-03;2931103;293110;TANQUINHO;Tanquinho;Centro-leste;Feira de Santana;-39,094255;-11,95834;825;0;825;807;2;16;0;7928;0;1,94;10406,16
2021-09-03;2931202;293120;TAPEROÁ;Taperoá;Sul;Valença;-39,227909;-13,572671;1227;0;1227;1192;1;34;1;21253;0;2,77;5773,3
2021-09-03;2931301;293130;TAPIRAMUTÁ;Tapiramutá;Centro-norte;Jacobina;-40,791362;-11,87617;657;1;658;650;1;6;0;16974;0;0,91;3870,63
2021-09-03;2931350;293135;TEIXEIRA DE FREITAS;Teixeira de Freitas;Extremo sul;Teixeira de Freitas;-39,786881;-17,424098;18445;14;18459;18066;73;306;0;162438;0;1,66;11355,1
2021-09-03;2931400;293140;TEODORO SAMPAIO;Teodoro Sampaio;Centro-leste;Feira de Santana;-38,615125;-12,267302;305;0;305;297;0;8;23;7359;0;2,62;4144,58
2021-09-03;2931509;293150;TEOFILÂNDIA;Teofilândia;Centro-leste;Serrinha;-38,950989;-11,470751;1034;0;1034;1013;1;20;1;22555;0;1,93;4584,35
2021-09-03;2931608;293160;TEOLÂNDIA;Teolândia;Sul;Valença;-39,497486;-13,554404;1017;0;1017;1007;0;11;26;15022;0;1,08;6770,07
2021-09-03;2931707;293170;TERRA NOVA;Terra Nova;Centro-leste;Feira de Santana;-38,599769;-12,396818;907;0;907;882;1;24;2;13025;0;2,65;6963,53
2021-09-03;2931806;293180;TREMEDAL;Tremedal;Sudoeste;Vitória da Conquista;-41,471966;-15,05356;754;0;754;739;0;17;2;16189;0;2,25;4657,48
2021-09-03;2931905;293190;TUCANO;Tucano;Centro-leste;Serrinha;-38,811942;-11,033334;3610;0;3610;3546;2;62;0;50798;0;1,72;7106,58
2021-09-03;2932002;293200;UAUÁ;Uauá;Norte;Juazeiro;-39,464074;-9,905838;2993;0;2993;2934;4;55;0;24113;0;1,84;12412,39
2021-09-03;2932101;293210;UBAÍRA;Ubaíra;Leste;Santo Antônio de Jesus;-39,67932;-13,275977;1170;0;1170;1143;0;30;8;19877;0;2,56;5886,2
2021-09-03;2932200;293220;UBAITABA;Ubaitaba;Sul;Itabuna;-39,421811;-14,267538;1249;0;1249;1210;0;41;2;18847;1;3,28;6627,05
2021-09-03;2932309;293230;UBATÃ;Ubatã;Sul;Itabuna;-39,521853;-14,096416;2054;0;2054;1999;6;49;3;27263;0;2,39;7534,02
2021-09-03;2932408;293240;UIBAÍ;Uibaí;Centro-norte;Irecê;-42,103988;-11,379928;1006;0;1006;974;8;24;0;13891;0;2,39;7242,1
2021-09-03;2932457;293245;UMBURANAS;Umburanas;Centro-norte;Jacobina;-41,246863;-10,575849;770;0;770;759;1;10;13;19402;0;1,3;3968,66
2021-09-03;2932507;293250;UNA;Una;Sul;Ilhéus;-39,151395;-15,219145;1657;0;1657;1611;1;45;4;18544;0;2,72;8935,5
2021-09-03;2932606;293260;URANDI;Urandi;Sudoeste;Guanambi;-42,684008;-14,736562;855;0;855;843;3;9;2;16665;0;1,05;5130,51
2021-09-03;2932705;293270;URUÇUCA;Uruçuca;Sul;Ilhéus;-39,231581;-14,527408;2059;0;2059;1984;1;74;16;20413;0;3,59;10086,71
2021-09-03;2932804;293280;UTINGA;Utinga;Centro-leste;Itaberaba;-41,068969;-12,052173;1687;0;1687;1667;3;17;14;19256;0;1,01;8760,91
2021-09-03;2932903;293290;VALENÇA;Valença;Sul;Valença;-39,193921;-13,347412;7975;1;7976;7818;15;142;0;97233;0;1,78;8201,95
2021-09-03;2933000;293300;VALENTE;Valente;Centro-leste;Serrinha;-39,449693;-11,376754;2834;0;2834;2800;6;28;0;28800;0;0,99;9840,28
2021-09-03;2933059;293305;VÁRZEA DA ROÇA;Várzea da Roça;Centro-norte;Jacobina;-40,066703;-11,598455;1087;0;1087;1075;2;10;2;14121;0;0,92;7697,76
2021-09-03;2933109;293310;VÁRZEA DO POÇO;Várzea do Poço;Centro-norte;Jacobina;-40,315682;-11,541103;541;0;541;536;0;5;15;9210;0;0,92;5874,05
2021-09-03;2933158;293315;VÁRZEA NOVA;Várzea Nova;Centro-norte;Jacobina;-41,019918;-11,123051;900;0;900;890;0;10;10;12625;0;1,11;7128,71
2021-09-03;2933174;293317;VARZEDO;Varzedo;Leste;Santo Antônio de Jesus;-39,391754;-12,956569;654;0;654;643;5;6;6;8785;0;0,92;7444,51
2021-09-03;2933208;293320;VERA CRUZ;Vera Cruz;Leste;Salvador;-38,695724;-13,006682;1781;0;1781;1702;0;79;2;43716;0;4,44;4074,02
2021-09-03;2933257;293325;VEREDA;Vereda;Extremo sul;Teixeira de Freitas;-39,96014;-17,189142;624;0;624;596;9;19;0;6153;0;3,04;10141,39
2021-09-03;2933307;293330;VITÓRIA DA CONQUISTA;Vitória da Conquista;Sudoeste;Vitória da Conquista;-40,902081;-14,974801;35662;2;35664;34934;107;621;0;341128;0;1,74;10454,14
2021-09-03;2933406;293340;WAGNER;Wagner;Centro-leste;Itaberaba;-41,145974;-12,231382;960;0;960;949;2;9;24;9344;0;0,94;10273,97
2021-09-03;2933455;293345;WANDERLEY;Wanderley;Oeste;Barreiras;-43,906735;-11,808922;1038;0;1038;1008;0;30;15;12180;0;2,89;8522,17
2021-09-03;2933505;293350;WENCESLAU GUIMARÃES;Wenceslau Guimarães;Sul;Valença;-39,619219;-13,628543;1904;26;1930;1898;0;30;0;20978;0;1,58;9076,18
2021-09-03;2933604;293360;XIQUE-XIQUE;Xique-Xique;Centro-norte;Irecê;-42,780133;-10,984262;3074;0;3074;2985;6;83;0;46523;0;2,7;6607,48
2021-09-03;9999989;999998;OUTROS ESTADOS;;;;NA;NA;11088;0;11088;10807;0;290;0;NA;0;2,62;NA
2021-09-03;9999999;999999;MUNICIPIOS NOVOS COM LPI DIFERENTE DA RESIDÊNCIA*;;;;NA;NA;64;0;64;48;16;0;0;NA;0;0;NA
