"DATA";"NRS";"ENFERMARIA_ADULTO_TOTAL";"ENFERMARIA_ADULTO_OCUPADOS";"ENFERMARIA_PEDIATRICA_TOTAL";"ENFERMARIA_PEDIATRICA_OCUPADOS";"UTI_ADULTO_TOTAL";"UTI_ADULTO_OCUPADOS";"UTI_PEDIATRICA_TOTAL";"UTI_PEDIATRICA_OCUPADOS";"ENFERMARIA_ADULTO_VAGOS";"ENFERMARIA_PEDIATRICA_VAGOS";"UTI_ADULTO_VAGOS";"UTI_PEDIATRICA_VAGOS";"ENFERMARIA_GERAL_TOTAL";"ENFERMARIA_GERAL_OCUPADOS";"ENFERMARIA_GERAL_VAGOS";"UTI_GERAL_TOTAL";"UTI_GERAL_OCUPADOS";"UTI_GERAL_VAGOS";"LEITOS_TOTAL";"LEITOS_OCUPADOS";"LEITOS_VAGOS";"ENFERMARIA_ADULTO_TX_OCUPACAO";"ENFERMARIA_PEDIATRICA_TX_OCUPACAO";"UTI_ADULTO_TX_OCUPACAO";"UTI_PEDIATRICA_TX_OCUPACAO";"ENFERMARIA_GERAL_TX_OCUPACAO";"UTI_GERAL_TX_OCUPACAO";"LEITOS_TX_OCUPACAO"
2020-06-28;"LESTE";745;502;27;13;607;510;27;9;243;14;97;18;772;515;257;634;519;115;1406;1034;372;0,6738;0,4815;0,8402;0,3333;0,6671;0,8186;0,7354
2020-06-28;"NORDESTE";12;4;0;0;12;7;0;0;8;0;5;0;12;4;8;12;7;5;24;11;13;0,3333;NA;0,5833;NA;0,3333;0,5833;0,4583
2020-06-28;"NORTE";79;21;2;0;20;16;0;0;58;2;4;0;81;21;60;20;16;4;101;37;64;0,2658;0;0,8;NA;0,2593;0,8;0,3663
2020-06-28;"OESTE";20;3;0;0;16;6;0;0;17;0;10;0;20;3;17;16;6;10;36;9;27;0,15;NA;0,375;NA;0,15;0,375;0,25
2020-06-28;"SUDOESTE";74;22;0;0;50;31;1;1;52;0;19;0;74;22;52;51;32;19;125;54;71;0,2973;NA;0,62;1;0,2973;0,6275;0,432
2020-06-28;"SUL";161;72;10;1;89;80;3;1;89;9;9;2;171;73;98;92;81;11;263;154;109;0,4472;0,1;0,8989;0,3333;0,4269;0,8804;0,5856
2020-06-29;"CENTRO-LESTE";133;36;20;0;43;23;10;3;97;20;20;7;153;36;117;53;26;27;206;62;144;0,2707;0;0,5349;0,3;0,2353;0,4906;0,301
2020-06-29;"CENTRO-NORTE";55;10;0;0;5;4;0;0;45;0;1;0;55;10;45;5;4;1;60;14;46;0,1818;NA;0,8;NA;0,1818;0,8;0,2333
2020-06-29;"EXTREMO-SUL";20;5;0;0;25;24;0;0;15;0;1;0;20;5;15;25;24;1;45;29;16;0,25;NA;0,96;NA;0,25;0,96;0,6444
2020-06-29;"LESTE";755;491;27;13;615;502;27;11;264;14;113;16;782;504;278;642;513;129;1424;1017;407;0,6503;0,4815;0,8163;0,4074;0,6445;0,7991;0,7142
2020-06-29;"NORDESTE";12;3;0;0;12;8;0;0;9;0;4;0;12;3;9;12;8;4;24;11;13;0,25;NA;0,6667;NA;0,25;0,6667;0,4583
2020-06-29;"NORTE";79;19;2;0;20;15;0;0;60;2;5;0;81;19;62;20;15;5;101;34;67;0,2405;0;0,75;NA;0,2346;0,75;0,3366
2020-06-29;"OESTE";20;6;0;0;16;7;0;0;14;0;9;0;20;6;14;16;7;9;36;13;23;0,3;NA;0,4375;NA;0,3;0,4375;0,3611
2020-06-29;"SUDOESTE";74;20;0;0;50;33;1;0;54;0;17;1;74;20;54;51;33;18;125;53;72;0,2703;NA;0,66;0;0,2703;0,6471;0,424
2020-06-29;"SUL";161;74;10;3;89;75;3;0;87;7;14;3;171;77;94;92;75;17;263;152;111;0,4596;0,3;0,8427;0;0,4503;0,8152;0,5779
2020-06-30;"CENTRO-LESTE";133;40;20;3;43;25;10;5;93;17;18;5;153;43;110;53;30;23;206;73;133;0,3008;0,15;0,5814;0,5;0,281;0,566;0,3544
2020-06-30;"CENTRO-NORTE";55;10;0;0;5;4;0;0;45;0;1;0;55;10;45;5;4;1;60;14;46;0,1818;NA;0,8;NA;0,1818;0,8;0,2333
2020-06-30;"EXTREMO-SUL";20;8;0;0;25;22;0;0;12;0;3;0;20;8;12;25;22;3;45;30;15;0,4;NA;0,88;NA;0,4;0,88;0,6667
2020-06-30;"LESTE";755;495;27;15;615;514;27;13;260;12;101;14;782;510;272;642;527;115;1424;1037;387;0,6556;0,5556;0,8358;0,4815;0,6522;0,8209;0,7282
2020-06-30;"NORDESTE";12;4;0;0;12;9;0;0;8;0;3;0;12;4;8;12;9;3;24;13;11;0,3333;NA;0,75;NA;0,3333;0,75;0,5417
2020-06-30;"NORTE";79;24;2;0;20;13;0;0;55;2;7;0;81;24;57;20;13;7;101;37;64;0,3038;0;0,65;NA;0,2963;0,65;0,3663
2020-06-30;"OESTE";20;6;0;0;16;8;0;0;14;0;8;0;20;6;14;16;8;8;36;14;22;0,3;NA;0,5;NA;0,3;0,5;0,3889
2020-06-30;"SUDOESTE";74;23;0;0;50;28;1;0;51;0;22;1;74;23;51;51;28;23;125;51;74;0,3108;NA;0,56;0;0,3108;0,549;0,408
2020-06-30;"SUL";161;73;10;3;89;77;3;0;88;7;12;3;171;76;95;92;77;15;263;153;110;0,4534;0,3;0,8652;0;0,4444;0,837;0,5817
2020-07-01;"CENTRO-LESTE";133;42;20;2;43;23;10;3;91;18;20;7;153;44;109;53;26;27;206;70;136;0,3158;0,1;0,5349;0,3;0,2876;0,4906;0,3398
2020-07-01;"CENTRO-NORTE";55;9;0;0;5;4;0;0;46;0;1;0;55;9;46;5;4;1;60;13;47;0,1636;NA;0,8;NA;0,1636;0,8;0,2167
2020-07-01;"EXTREMO-SUL";20;10;0;0;25;23;0;0;10;0;2;0;20;10;10;25;23;2;45;33;12;0,5;NA;0,92;NA;0,5;0,92;0,7333
2020-07-01;"LESTE";755;490;27;15;615;521;27;13;265;12;94;14;782;505;277;642;534;108;1424;1039;385;0,649;0,5556;0,8472;0,4815;0,6458;0,8318;0,7296
2020-07-01;"NORDESTE";12;6;0;0;12;6;0;0;6;0;6;0;12;6;6;12;6;6;24;12;12;0,5;NA;0,5;NA;0,5;0,5;0,5
2020-07-01;"NORTE";79;25;2;0;20;13;0;0;54;2;7;0;81;25;56;20;13;7;101;38;63;0,3165;0;0,65;NA;0,3086;0,65;0,3762
2020-07-01;"OESTE";20;4;0;0;16;8;0;0;16;0;8;0;20;4;16;16;8;8;36;12;24;0,2;NA;0,5;NA;0,2;0,5;0,3333
2020-07-01;"SUDOESTE";74;25;0;0;50;26;1;1;49;0;24;0;74;25;49;51;27;24;125;52;73;0,3378;NA;0,52;1;0,3378;0,5294;0,416
2020-07-01;"SUL";161;74;10;5;89;84;3;2;87;5;5;1;171;79;92;92;86;6;263;165;98;0,4596;0,5;0,9438;0,6667;0,462;0,9348;0,6274
2020-07-02;"CENTRO-LESTE";133;39;20;3;43;15;10;3;94;17;28;7;153;42;111;53;18;35;206;60;146;0,2932;0,15;0,3488;0,3;0,2745;0,3396;0,2913
2020-07-02;"CENTRO-NORTE";55;7;0;0;5;4;0;0;48;0;1;0;55;7;48;5;4;1;60;11;49;0,1273;NA;0,8;NA;0,1273;0,8;0,1833
2020-07-02;"EXTREMO-SUL";20;11;0;0;25;23;0;0;9;0;2;0;20;11;9;25;23;2;45;34;11;0,55;NA;0,92;NA;0,55;0,92;0,7556
2020-07-02;"LESTE";755;545;27;14;615;517;27;11;210;13;98;16;782;559;223;642;528;114;1424;1087;337;0,7219;0,5185;0,8407;0,4074;0,7148;0,8224;0,7633
2020-07-02;"NORDESTE";12;5;0;0;12;11;0;0;7;0;1;0;12;5;7;12;11;1;24;16;8;0,4167;NA;0,9167;NA;0,4167;0,9167;0,6667
2020-07-02;"NORTE";79;24;2;0;20;15;0;0;55;2;5;0;81;24;57;20;15;5;101;39;62;0,3038;0;0,75;NA;0,2963;0,75;0,3861
2020-07-02;"OESTE";20;7;0;0;16;9;0;0;13;0;7;0;20;7;13;16;9;7;36;16;20;0,35;NA;0,5625;NA;0,35;0,5625;0,4444
2020-07-02;"SUDOESTE";54;17;0;0;40;21;1;0;37;0;19;1;54;17;37;41;21;20;95;38;57;0,3148;NA;0,525;0;0,3148;0,5122;0,4
2020-07-02;"SUL";161;79;10;5;89;84;3;2;82;5;5;1;171;84;87;92;86;6;263;170;93;0,4907;0,5;0,9438;0,6667;0,4912;0,9348;0,6464
2020-07-03;"CENTRO-LESTE";133;39;20;3;43;24;10;2;94;17;19;8;153;42;111;53;26;27;206;68;138;0,2932;0,15;0,5581;0,2;0,2745;0,4906;0,3301
2020-07-03;"CENTRO-NORTE";55;8;0;0;5;4;0;0;47;0;1;0;55;8;47;5;4;1;60;12;48;0,1455;NA;0,8;NA;0,1455;0,8;0,2
2020-07-03;"EXTREMO-SUL";20;12;0;0;25;20;0;0;8;0;5;0;20;12;8;25;20;5;45;32;13;0,6;NA;0,8;NA;0,6;0,8;0,7111
2020-07-03;"LESTE";771;551;27;10;620;512;27;7;220;17;108;20;798;561;237;647;519;128;1445;1080;365;0,7147;0,3704;0,8258;0,2593;0,703;0,8022;0,7474
2020-07-03;"NORDESTE";12;5;0;0;12;10;0;0;7;0;2;0;12;5;7;12;10;2;24;15;9;0,4167;NA;0,8333;NA;0,4167;0,8333;0,625
2020-07-03;"NORTE";75;24;2;0;20;17;0;0;51;2;3;0;77;24;53;20;17;3;97;41;56;0,32;0;0,85;NA;0,3117;0,85;0,4227
2020-07-03;"OESTE";30;7;0;0;16;12;0;0;23;0;4;0;30;7;23;16;12;4;46;19;27;0,2333;NA;0,75;NA;0,2333;0,75;0,413
2020-07-03;"SUDOESTE";54;28;0;0;40;22;1;1;26;0;18;0;54;28;26;41;23;18;95;51;44;0,5185;NA;0,55;1;0,5185;0,561;0,5368
2020-07-03;"SUL";161;83;10;6;89;77;3;0;78;4;12;3;171;89;82;92;77;15;263;166;97;0,5155;0,6;0,8652;0;0,5205;0,837;0,6312
2020-07-04;"CENTRO-LESTE";133;38;20;2;43;23;10;2;95;18;20;8;153;40;113;53;25;28;206;65;141;0,2857;0,1;0,5349;0,2;0,2614;0,4717;0,3155
2020-07-04;"CENTRO-NORTE";55;8;0;0;5;4;0;0;47;0;1;0;55;8;47;5;4;1;60;12;48;0,1455;NA;0,8;NA;0,1455;0,8;0,2
2020-07-04;"EXTREMO-SUL";20;12;0;0;25;21;0;0;8;0;4;0;20;12;8;25;21;4;45;33;12;0,6;NA;0,84;NA;0,6;0,84;0,7333
2020-07-04;"LESTE";771;548;27;15;622;527;27;15;223;12;95;12;798;563;235;649;542;107;1447;1105;342;0,7108;0,5556;0,8473;0,5556;0,7055;0,8351;0,7636
2020-07-04;"NORDESTE";12;4;0;0;12;7;0;0;8;0;5;0;12;4;8;12;7;5;24;11;13;0,3333;NA;0,5833;NA;0,3333;0,5833;0,4583
2020-07-04;"NORTE";75;22;2;0;20;16;0;0;53;2;4;0;77;22;55;20;16;4;97;38;59;0,2933;0;0,8;NA;0,2857;0,8;0,3918
2020-07-04;"OESTE";30;4;0;0;16;13;0;0;26;0;3;0;30;4;26;16;13;3;46;17;29;0,1333;NA;0,8125;NA;0,1333;0,8125;0,3696
2020-07-04;"SUDOESTE";54;26;0;0;40;23;1;0;28;0;17;1;54;26;28;41;23;18;95;49;46;0,4815;NA;0,575;0;0,4815;0,561;0,5158
2020-07-04;"SUL";161;83;10;6;89;81;3;0;78;4;8;3;171;89;82;92;81;11;263;170;93;0,5155;0,6;0,9101;0;0,5205;0,8804;0,6464
2020-07-05;"CENTRO-LESTE";133;32;20;2;43;24;10;1;101;18;19;9;153;34;119;53;25;28;206;59;147;0,2406;0,1;0,5581;0,1;0,2222;0,4717;0,2864
2020-07-05;"CENTRO-NORTE";55;7;0;0;5;4;0;0;48;0;1;0;55;7;48;5;4;1;60;11;49;0,1273;NA;0,8;NA;0,1273;0,8;0,1833
2020-07-05;"EXTREMO-SUL";20;11;0;0;25;23;0;0;9;0;2;0;20;11;9;25;23;2;45;34;11;0,55;NA;0,92;NA;0,55;0,92;0,7556
2020-07-05;"LESTE";771;532;27;15;622;517;27;17;239;12;105;10;798;547;251;649;534;115;1447;1081;366;0,69;0,5556;0,8312;0,6296;0,6855;0,8228;0,7471
2020-07-05;"NORDESTE";12;4;0;0;12;8;0;0;8;0;4;0;12;4;8;12;8;4;24;12;12;0,3333;NA;0,6667;NA;0,3333;0,6667;0,5
2020-07-05;"NORTE";75;23;2;0;20;16;0;0;52;2;4;0;77;23;54;20;16;4;97;39;58;0,3067;0;0,8;NA;0,2987;0,8;0,4021
2020-07-05;"OESTE";30;4;0;0;16;11;0;0;26;0;5;0;30;4;26;16;11;5;46;15;31;0,1333;NA;0,6875;NA;0,1333;0,6875;0,3261
2020-07-05;"SUDOESTE";54;24;0;0;40;21;1;1;30;0;19;0;54;24;30;41;22;19;95;46;49;0,4444;NA;0,525;1;0,4444;0,5366;0,4842
2020-07-05;"SUL";161;85;10;3;89;81;3;1;76;7;8;2;171;88;83;92;82;10;263;170;93;0,528;0,3;0,9101;0,3333;0,5146;0,8913;0,6464
2020-07-06;"CENTRO-LESTE";133;39;20;3;43;26;10;1;94;17;17;9;153;42;111;53;27;26;206;69;137;0,2932;0,15;0,6047;0,1;0,2745;0,5094;0,335
2020-07-06;"CENTRO-NORTE";55;9;0;0;5;3;0;0;46;0;2;0;55;9;46;5;3;2;60;12;48;0,1636;NA;0,6;NA;0,1636;0,6;0,2
2020-07-06;"EXTREMO-SUL";20;11;0;0;25;23;0;0;9;0;2;0;20;11;9;25;23;2;45;34;11;0,55;NA;0,92;NA;0,55;0,92;0,7556
2020-07-06;"LESTE";771;516;27;19;632;522;27;15;255;8;110;12;798;535;263;659;537;122;1457;1072;385;0,6693;0,7037;0,8259;0,5556;0,6704;0,8149;0,7358
2020-07-06;"NORDESTE";12;6;0;0;12;8;0;0;6;0;4;0;12;6;6;12;8;4;24;14;10;0,5;NA;0,6667;NA;0,5;0,6667;0,5833
2020-07-06;"NORTE";75;22;2;0;20;17;0;0;53;2;3;0;77;22;55;20;17;3;97;39;58;0,2933;0;0,85;NA;0,2857;0,85;0,4021
2020-07-06;"OESTE";30;7;0;0;16;13;0;0;23;0;3;0;30;7;23;16;13;3;46;20;26;0,2333;NA;0,8125;NA;0,2333;0,8125;0,4348
2020-07-06;"SUDOESTE";54;25;0;0;40;24;1;0;29;0;16;1;54;25;29;41;24;17;95;49;46;0,463;NA;0,6;0;0,463;0,5854;0,5158
2020-07-06;"SUL";161;94;10;1;89;79;3;2;67;9;10;1;171;95;76;92;81;11;263;176;87;0,5839;0,1;0,8876;0,6667;0,5556;0,8804;0,6692
2020-07-07;"CENTRO-LESTE";133;45;20;4;43;28;10;2;88;16;15;8;153;49;104;53;30;23;206;79;127;0,3383;0,2;0,6512;0,2;0,3203;0,566;0,3835
2020-07-07;"CENTRO-NORTE";55;8;0;0;5;4;0;0;47;0;1;0;55;8;47;5;4;1;60;12;48;0,1455;NA;0,8;NA;0,1455;0,8;0,2
2020-07-07;"EXTREMO-SUL";20;16;0;0;25;22;0;0;4;0;3;0;20;16;4;25;22;3;45;38;7;0,8;NA;0,88;NA;0,8;0,88;0,8444
2020-07-07;"LESTE";785;496;27;16;637;527;27;14;289;11;110;13;812;512;300;664;541;123;1476;1053;423;0,6318;0,5926;0,8273;0,5185;0,6305;0,8148;0,7134
2020-07-07;"NORDESTE";12;6;0;0;12;9;0;0;6;0;3;0;12;6;6;12;9;3;24;15;9;0,5;NA;0,75;NA;0,5;0,75;0,625
2020-07-07;"NORTE";95;24;2;0;30;16;0;0;71;2;14;0;97;24;73;30;16;14;127;40;87;0,2526;0;0,5333;NA;0,2474;0,5333;0,315
2020-07-07;"OESTE";30;8;0;0;16;12;0;0;22;0;4;0;30;8;22;16;12;4;46;20;26;0,2667;NA;0,75;NA;0,2667;0,75;0,4348
2020-07-07;"SUDOESTE";54;25;0;0;40;21;1;1;29;0;19;0;54;25;29;41;22;19;95;47;48;0,463;NA;0,525;1;0,463;0,5366;0,4947
2020-07-07;"SUL";161;101;10;1;89;78;3;2;60;9;11;1;171;102;69;92;80;12;263;182;81;0,6273;0,1;0,8764;0,6667;0,5965;0,8696;0,692
2020-07-08;"CENTRO-LESTE";133;53;20;10;40;30;10;0;80;10;10;10;153;63;90;50;30;20;203;93;110;0,3985;0,5;0,75;0;0,4118;0,6;0,4581
2020-07-08;"CENTRO-NORTE";55;6;0;0;5;4;0;0;49;0;1;0;55;6;49;5;4;1;60;10;50;0,1091;NA;0,8;NA;0,1091;0,8;0,1667
2020-07-08;"EXTREMO-SUL";20;15;0;0;25;23;0;0;5;0;2;0;20;15;5;25;23;2;45;38;7;0,75;NA;0,92;NA;0,75;0,92;0,8444
2020-07-08;"LESTE";785;497;27;17;633;507;27;15;288;10;126;12;812;514;298;660;522;138;1472;1036;436;0,6331;0,6296;0,8009;0,5556;0,633;0,7909;0,7038
2020-07-08;"NORDESTE";12;7;0;0;12;9;0;0;5;0;3;0;12;7;5;12;9;3;24;16;8;0,5833;NA;0,75;NA;0,5833;0,75;0,6667
2020-07-08;"NORTE";95;21;2;0;30;20;0;0;74;2;10;0;97;21;76;30;20;10;127;41;86;0,2211;0;0,6667;NA;0,2165;0,6667;0,3228
2020-07-08;"OESTE";30;7;0;0;16;13;0;0;23;0;3;0;30;7;23;16;13;3;46;20;26;0,2333;NA;0,8125;NA;0,2333;0,8125;0,4348
2020-07-08;"SUDOESTE";54;26;0;0;40;26;1;0;28;0;14;1;54;26;28;41;26;15;95;52;43;0,4815;NA;0,65;0;0,4815;0,6341;0,5474
2020-07-08;"SUL";161;89;10;0;89;81;3;3;72;10;8;0;171;89;82;92;84;8;263;173;90;0,5528;0;0,9101;1;0,5205;0,913;0,6578
2020-07-09;"CENTRO-LESTE";133;52;20;12;48;35;10;2;81;8;13;8;153;64;89;58;37;21;211;101;110;0,391;0,6;0,7292;0,2;0,4183;0,6379;0,4787
2020-07-09;"CENTRO-NORTE";55;3;0;0;5;4;0;0;52;0;1;0;55;3;52;5;4;1;60;7;53;0,0545;NA;0,8;NA;0,0545;0,8;0,1167
2020-07-09;"EXTREMO-SUL";20;15;0;0;25;24;0;0;5;0;1;0;20;15;5;25;24;1;45;39;6;0,75;NA;0,96;NA;0,75;0,96;0,8667
2020-07-09;"LESTE";785;515;27;17;633;516;27;16;270;10;117;11;812;532;280;660;532;128;1472;1064;408;0,6561;0,6296;0,8152;0,5926;0,6552;0,8061;0,7228
2020-07-09;"NORDESTE";12;6;0;0;12;8;0;0;6;0;4;0;12;6;6;12;8;4;24;14;10;0,5;NA;0,6667;NA;0,5;0,6667;0,5833
2020-07-09;"NORTE";95;26;2;0;30;23;0;0;69;2;7;0;97;26;71;30;23;7;127;49;78;0,2737;0;0,7667;NA;0,268;0,7667;0,3858
2020-07-09;"OESTE";38;7;0;0;16;12;0;0;31;0;4;0;38;7;31;16;12;4;54;19;35;0,1842;NA;0,75;NA;0,1842;0,75;0,3519
2020-07-09;"SUDOESTE";54;26;0;0;40;26;1;0;28;0;14;1;54;26;28;41;26;15;95;52;43;0,4815;NA;0,65;0;0,4815;0,6341;0,5474
2020-07-09;"SUL";161;101;10;0;99;82;3;3;60;10;17;0;171;101;70;102;85;17;273;186;87;0,6273;0;0,8283;1;0,5906;0,8333;0,6813
2020-07-10;"CENTRO-LESTE";133;54;20;6;48;36;10;4;79;14;12;6;153;60;93;58;40;18;211;100;111;0,406;0,3;0,75;0,4;0,3922;0,6897;0,4739
2020-07-10;"CENTRO-NORTE";55;3;0;0;5;3;0;0;52;0;2;0;55;3;52;5;3;2;60;6;54;0,0545;NA;0,6;NA;0,0545;0,6;0,1
2020-07-10;"EXTREMO-SUL";20;14;0;0;26;25;0;0;6;0;1;0;20;14;6;26;25;1;46;39;7;0,7;NA;0,9615;NA;0,7;0,9615;0,8478
2020-07-10;"LESTE";785;523;27;17;633;500;27;16;262;10;133;11;812;540;272;660;516;144;1472;1056;416;0,6662;0,6296;0,7899;0,5926;0,665;0,7818;0,7174
2020-07-10;"NORDESTE";12;6;0;0;12;8;0;0;6;0;4;0;12;6;6;12;8;4;24;14;10;0,5;NA;0,6667;NA;0,5;0,6667;0,5833
2020-07-10;"NORTE";95;17;2;0;30;23;0;0;78;2;7;0;97;17;80;30;23;7;127;40;87;0,1789;0;0,7667;NA;0,1753;0,7667;0,315
2020-07-10;"OESTE";38;11;0;0;20;18;0;0;27;0;2;0;38;11;27;20;18;2;58;29;29;0,2895;NA;0,9;NA;0,2895;0,9;0,5
2020-07-10;"SUDOESTE";54;31;0;0;40;28;1;0;23;0;12;1;54;31;23;41;28;13;95;59;36;0,5741;NA;0,7;0;0,5741;0,6829;0,6211
2020-07-10;"SUL";161;103;10;0;101;84;3;2;58;10;17;1;171;103;68;104;86;18;275;189;86;0,6398;0;0,8317;0,6667;0,6023;0,8269;0,6873
2020-07-11;"CENTRO-LESTE";133;45;20;6;48;40;10;3;88;14;8;7;153;51;102;58;43;15;211;94;117;0,3383;0,3;0,8333;0,3;0,3333;0,7414;0,4455
2020-07-11;"CENTRO-NORTE";55;8;0;0;5;3;0;0;47;0;2;0;55;8;47;5;3;2;60;11;49;0,1455;NA;0,6;NA;0,1455;0,6;0,1833
2020-07-11;"EXTREMO-SUL";20;17;0;0;27;27;0;0;3;0;0;0;20;17;3;27;27;0;47;44;3;0,85;NA;1;NA;0,85;1;0,9362
2020-07-11;"LESTE";785;516;27;15;633;501;27;14;269;12;132;13;812;531;281;660;515;145;1472;1046;426;0,6573;0,5556;0,7915;0,5185;0,6539;0,7803;0,7106
2020-07-11;"NORDESTE";12;6;0;0;12;8;0;0;6;0;4;0;12;6;6;12;8;4;24;14;10;0,5;NA;0,6667;NA;0,5;0,6667;0,5833
2020-07-11;"NORTE";95;20;2;0;30;22;0;0;75;2;8;0;97;20;77;30;22;8;127;42;85;0,2105;0;0,7333;NA;0,2062;0,7333;0,3307
2020-07-11;"OESTE";38;10;0;0;20;16;0;0;28;0;4;0;38;10;28;20;16;4;58;26;32;0,2632;NA;0,8;NA;0,2632;0,8;0,4483
2020-07-11;"SUDOESTE";54;31;0;0;50;31;0;1;23;0;19;-1;54;31;23;50;32;18;104;63;41;0,5741;NA;0,62;Inf;0,5741;0,64;0,6058
2020-07-11;"SUL";161;108;10;0;101;85;3;2;53;10;16;1;171;108;63;104;87;17;275;195;80;0,6708;0;0,8416;0,6667;0,6316;0,8365;0,7091
2020-07-12;"CENTRO-LESTE";133;50;20;4;48;41;10;3;83;16;7;7;153;54;99;58;44;14;211;98;113;0,3759;0,2;0,8542;0,3;0,3529;0,7586;0,4645
2020-07-12;"CENTRO-NORTE";55;0;0;0;5;4;0;0;55;0;1;0;55;0;55;5;4;1;60;4;56;0;NA;0,8;NA;0;0,8;0,0667
2020-07-12;"EXTREMO-SUL";20;17;0;0;27;27;0;0;3;0;0;0;20;17;3;27;27;0;47;44;3;0,85;NA;1;NA;0,85;1;0,9362
2020-07-12;"LESTE";785;522;27;12;633;513;27;13;263;15;120;14;812;534;278;660;526;134;1472;1060;412;0,665;0,4444;0,8104;0,4815;0,6576;0,797;0,7201
2020-07-12;"NORDESTE";12;6;0;0;12;8;0;0;6;0;4;0;12;6;6;12;8;4;24;14;10;0,5;NA;0,6667;NA;0,5;0,6667;0,5833
2020-07-12;"NORTE";95;19;2;0;30;19;0;0;76;2;11;0;97;19;78;30;19;11;127;38;89;0,2;0;0,6333;NA;0,1959;0,6333;0,2992
2020-07-12;"OESTE";38;7;0;0;20;15;0;0;31;0;5;0;38;7;31;20;15;5;58;22;36;0,1842;NA;0,75;NA;0,1842;0,75;0,3793
2020-07-12;"SUDOESTE";54;33;0;0;50;34;0;0;21;0;16;0;54;33;21;50;34;16;104;67;37;0,6111;NA;0,68;NA;0,6111;0,68;0,6442
2020-07-12;"SUL";161;110;10;1;101;88;3;0;51;9;13;3;171;111;60;104;88;16;275;199;76;0,6832;0,1;0,8713;0;0,6491;0,8462;0,7236
2020-07-13;"CENTRO-LESTE";133;46;20;6;48;32;10;4;87;14;16;6;153;52;101;58;36;22;211;88;123;0,3459;0,3;0,6667;0,4;0,3399;0,6207;0,4171
2020-07-13;"CENTRO-NORTE";55;8;0;0;5;4;0;0;47;0;1;0;55;8;47;5;4;1;60;12;48;0,1455;NA;0,8;NA;0,1455;0,8;0,2
2020-07-13;"EXTREMO-SUL";20;16;0;0;27;26;0;0;4;0;1;0;20;16;4;27;26;1;47;42;5;0,8;NA;0,963;NA;0,8;0,963;0,8936
2020-07-13;"LESTE";785;505;27;16;633;497;27;13;280;11;136;14;812;521;291;660;510;150;1472;1031;441;0,6433;0,5926;0,7852;0,4815;0,6416;0,7727;0,7004
2020-07-13;"NORDESTE";12;5;0;0;12;7;0;0;7;0;5;0;12;5;7;12;7;5;24;12;12;0,4167;NA;0,5833;NA;0,4167;0,5833;0,5
2020-07-13;"NORTE";95;14;2;0;30;23;0;0;81;2;7;0;97;14;83;30;23;7;127;37;90;0,1474;0;0,7667;NA;0,1443;0,7667;0,2913
2020-07-13;"OESTE";38;10;0;0;20;15;0;0;28;0;5;0;38;10;28;20;15;5;58;25;33;0,2632;NA;0,75;NA;0,2632;0,75;0,431
2020-07-13;"SUDOESTE";54;37;0;0;50;38;0;0;17;0;12;0;54;37;17;50;38;12;104;75;29;0,6852;NA;0,76;NA;0,6852;0,76;0,7212
2020-07-13;"SUL";161;107;10;2;101;90;3;1;54;8;11;2;171;109;62;104;91;13;275;200;75;0,6646;0,2;0,8911;0,3333;0,6374;0,875;0,7273
2020-07-14;"CENTRO-LESTE";133;46;20;7;58;37;10;2;87;13;21;8;153;53;100;68;39;29;221;92;129;0,3459;0,35;0,6379;0,2;0,3464;0,5735;0,4163
2020-07-14;"CENTRO-NORTE";55;11;0;0;5;1;0;0;44;0;4;0;55;11;44;5;1;4;60;12;48;0,2;NA;0,2;NA;0,2;0,2;0,2
2020-07-14;"EXTREMO-SUL";20;16;0;0;27;24;0;0;4;0;3;0;20;16;4;27;24;3;47;40;7;0,8;NA;0,8889;NA;0,8;0,8889;0,8511
2020-07-14;"LESTE";825;520;27;17;637;496;27;14;305;10;141;13;852;537;315;664;510;154;1516;1047;469;0,6303;0,6296;0,7786;0,5185;0,6303;0,7681;0,6906
2020-07-14;"NORDESTE";12;3;0;0;12;8;0;0;9;0;4;0;12;3;9;12;8;4;24;11;13;0,25;NA;0,6667;NA;0,25;0,6667;0,4583
2020-07-14;"NORTE";95;18;2;0;30;22;0;0;77;2;8;0;97;18;79;30;22;8;127;40;87;0,1895;0;0,7333;NA;0,1856;0,7333;0,315
2020-07-14;"OESTE";38;8;0;0;20;17;0;0;30;0;3;0;38;8;30;20;17;3;58;25;33;0,2105;NA;0,85;NA;0,2105;0,85;0,431
2020-07-14;"SUDOESTE";54;31;0;0;50;35;0;0;23;0;15;0;54;31;23;50;35;15;104;66;38;0,5741;NA;0,7;NA;0,5741;0,7;0,6346
2020-07-14;"SUL";161;112;10;2;104;90;3;1;49;8;14;2;171;114;57;107;91;16;278;205;73;0,6957;0,2;0,8654;0,3333;0,6667;0,8505;0,7374
2020-07-15;"CENTRO-LESTE";133;51;20;5;58;33;10;2;82;15;25;8;153;56;97;68;35;33;221;91;130;0,3835;0,25;0,569;0,2;0,366;0,5147;0,4118
2020-07-15;"CENTRO-NORTE";55;11;0;0;5;1;0;0;44;0;4;0;55;11;44;5;1;4;60;12;48;0,2;NA;0,2;NA;0,2;0,2;0,2
2020-07-15;"EXTREMO-SUL";20;16;0;0;27;23;0;0;4;0;4;0;20;16;4;27;23;4;47;39;8;0,8;NA;0,8519;NA;0,8;0,8519;0,8298
