"DATA";"NRS";"ENFERMARIA_ADULTO_TOTAL";"ENFERMARIA_ADULTO_OCUPADOS";"ENFERMARIA_PEDIATRICA_TOTAL";"ENFERMARIA_PEDIATRICA_OCUPADOS";"UTI_ADULTO_TOTAL";"UTI_ADULTO_OCUPADOS";"UTI_PEDIATRICA_TOTAL";"UTI_PEDIATRICA_OCUPADOS";"ENFERMARIA_ADULTO_VAGOS";"ENFERMARIA_PEDIATRICA_VAGOS";"UTI_ADULTO_VAGOS";"UTI_PEDIATRICA_VAGOS";"ENFERMARIA_GERAL_TOTAL";"ENFERMARIA_GERAL_OCUPADOS";"ENFERMARIA_GERAL_VAGOS";"UTI_GERAL_TOTAL";"UTI_GERAL_OCUPADOS";"UTI_GERAL_VAGOS";"LEITOS_TOTAL";"LEITOS_OCUPADOS";"LEITOS_VAGOS";"ENFERMARIA_ADULTO_TX_OCUPACAO";"ENFERMARIA_PEDIATRICA_TX_OCUPACAO";"UTI_ADULTO_TX_OCUPACAO";"UTI_PEDIATRICA_TX_OCUPACAO";"ENFERMARIA_GERAL_TX_OCUPACAO";"UTI_GERAL_TX_OCUPACAO";"LEITOS_TX_OCUPACAO"
2021-03-06;"NORDESTE";6;2;4;0;8;6;0;0;4;4;2;0;10;2;8;8;6;2;18;8;10;0,3333;0;0,75;NA;0,2;0,75;0,4444
2021-03-06;"NORTE";79;14;0;0;60;53;0;0;65;0;7;0;79;14;65;60;53;7;139;67;72;0,1772;NA;0,8833;NA;0,1772;0,8833;0,482
2021-03-06;"OESTE";74;21;0;0;50;35;0;0;53;0;15;0;74;21;53;50;35;15;124;56;68;0,2838;NA;0,7;NA;0,2838;0,7;0,4516
2021-03-06;"SUDOESTE";86;51;0;0;70;62;1;1;35;0;8;0;86;51;35;71;63;8;157;114;43;0,593;NA;0,8857;1;0,593;0,8873;0,7261
2021-03-06;"SUL";163;123;10;8;135;125;3;3;40;2;10;0;173;131;42;138;128;10;311;259;52;0,7546;0,8;0,9259;1;0,7572;0,9275;0,8328
2021-03-07;"CENTRO-LESTE";119;83;0;0;113;106;5;3;36;0;7;2;119;83;36;118;109;9;237;192;45;0,6975;NA;0,9381;0,6;0,6975;0,9237;0,8101
2021-03-07;"CENTRO-NORTE";40;9;0;0;20;14;0;0;31;0;6;0;40;9;31;20;14;6;60;23;37;0,225;NA;0,7;NA;0,225;0,7;0,3833
2021-03-07;"EXTREMO-SUL";30;14;0;0;45;35;0;0;16;0;10;0;30;14;16;45;35;10;75;49;26;0,4667;NA;0,7778;NA;0,4667;0,7778;0,6533
2021-03-07;"LESTE";516;392;37;31;674;571;27;19;124;6;103;8;553;423;130;701;590;111;1254;1013;241;0,7597;0,8378;0,8472;0,7037;0,7649;0,8417;0,8078
2021-03-07;"NORDESTE";6;5;4;0;8;8;0;0;1;4;0;0;10;5;5;8;8;0;18;13;5;0,8333;0;1;NA;0,5;1;0,7222
2021-03-07;"NORTE";79;14;0;0;60;52;0;0;65;0;8;0;79;14;65;60;52;8;139;66;73;0,1772;NA;0,8667;NA;0,1772;0,8667;0,4748
2021-03-07;"OESTE";74;20;0;0;50;43;0;0;54;0;7;0;74;20;54;50;43;7;124;63;61;0,2703;NA;0,86;NA;0,2703;0,86;0,5081
2021-03-07;"SUDOESTE";86;53;0;0;70;60;1;1;33;0;10;0;86;53;33;71;61;10;157;114;43;0,6163;NA;0,8571;1;0,6163;0,8592;0,7261
2021-03-07;"SUL";163;121;10;8;135;126;3;2;42;2;9;1;173;129;44;138;128;10;311;257;54;0,7423;0,8;0,9333;0,6667;0,7457;0,9275;0,8264
2021-03-08;"CENTRO-LESTE";119;92;0;0;113;95;5;3;27;0;18;2;119;92;27;118;98;20;237;190;47;0,7731;NA;0,8407;0,6;0,7731;0,8305;0,8017
2021-03-08;"CENTRO-NORTE";40;11;0;0;20;16;0;0;29;0;4;0;40;11;29;20;16;4;60;27;33;0,275;NA;0,8;NA;0,275;0,8;0,45
2021-03-08;"EXTREMO-SUL";30;14;0;0;45;36;0;0;16;0;9;0;30;14;16;45;36;9;75;50;25;0,4667;NA;0,8;NA;0,4667;0,8;0,6667
2021-03-08;"LESTE";516;414;37;31;674;579;27;19;102;6;95;8;553;445;108;701;598;103;1254;1043;211;0,8023;0,8378;0,8591;0,7037;0,8047;0,8531;0,8317
2021-03-08;"NORDESTE";6;5;4;0;8;6;0;0;1;4;2;0;10;5;5;8;6;2;18;11;7;0,8333;0;0,75;NA;0,5;0,75;0,6111
2021-03-08;"NORTE";79;17;0;0;60;53;0;0;62;0;7;0;79;17;62;60;53;7;139;70;69;0,2152;NA;0,8833;NA;0,2152;0,8833;0,5036
2021-03-08;"OESTE";74;21;0;0;50;44;0;0;53;0;6;0;74;21;53;50;44;6;124;65;59;0,2838;NA;0,88;NA;0,2838;0,88;0,5242
2021-03-08;"SUDOESTE";86;56;0;0;70;62;1;1;30;0;8;0;86;56;30;71;63;8;157;119;38;0,6512;NA;0,8857;1;0,6512;0,8873;0,758
2021-03-08;"SUL";163;124;10;6;135;124;3;3;39;4;11;0;173;130;43;138;127;11;311;257;54;0,7607;0,6;0,9185;1;0,7514;0,9203;0,8264
2021-03-09;"CENTRO-LESTE";119;87;0;0;113;105;5;3;32;0;8;2;119;87;32;118;108;10;237;195;42;0,7311;NA;0,9292;0,6;0,7311;0,9153;0,8228
2021-03-09;"CENTRO-NORTE";40;10;0;0;20;16;0;0;30;0;4;0;40;10;30;20;16;4;60;26;34;0,25;NA;0,8;NA;0,25;0,8;0,4333
2021-03-09;"EXTREMO-SUL";30;13;0;0;45;37;0;0;17;0;8;0;30;13;17;45;37;8;75;50;25;0,4333;NA;0,8222;NA;0,4333;0,8222;0,6667
2021-03-09;"LESTE";516;413;37;27;674;577;27;19;103;10;97;8;553;440;113;701;596;105;1254;1036;218;0,8004;0,7297;0,8561;0,7037;0,7957;0,8502;0,8262
2021-03-09;"NORDESTE";6;6;4;0;8;8;0;0;0;4;0;0;10;6;4;8;8;0;18;14;4;1;0;1;NA;0,6;1;0,7778
2021-03-09;"NORTE";79;23;0;0;60;54;0;0;56;0;6;0;79;23;56;60;54;6;139;77;62;0,2911;NA;0,9;NA;0,2911;0,9;0,554
2021-03-09;"OESTE";74;25;0;0;50;46;0;0;49;0;4;0;74;25;49;50;46;4;124;71;53;0,3378;NA;0,92;NA;0,3378;0,92;0,5726
2021-03-09;"SUDOESTE";86;62;0;0;70;64;1;1;24;0;6;0;86;62;24;71;65;6;157;127;30;0,7209;NA;0,9143;1;0,7209;0,9155;0,8089
2021-03-09;"SUL";163;121;10;5;135;119;3;2;42;5;16;1;173;126;47;138;121;17;311;247;64;0,7423;0,5;0,8815;0,6667;0,7283;0,8768;0,7942
2021-03-10;"CENTRO-LESTE";119;80;0;0;113;109;5;4;39;0;4;1;119;80;39;118;113;5;237;193;44;0,6723;NA;0,9646;0,8;0,6723;0,9576;0,8143
2021-03-10;"CENTRO-NORTE";40;12;0;0;20;18;0;0;28;0;2;0;40;12;28;20;18;2;60;30;30;0,3;NA;0,9;NA;0,3;0,9;0,5
2021-03-10;"EXTREMO-SUL";30;9;0;0;45;37;0;0;21;0;8;0;30;9;21;45;37;8;75;46;29;0,3;NA;0,8222;NA;0,3;0,8222;0,6133
2021-03-10;"LESTE";516;439;37;27;674;584;27;17;77;10;90;10;553;466;87;701;601;100;1254;1067;187;0,8508;0,7297;0,8665;0,6296;0,8427;0,8573;0,8509
2021-03-10;"NORDESTE";6;6;4;0;8;8;0;0;0;4;0;0;10;6;4;8;8;0;18;14;4;1;0;1;NA;0,6;1;0,7778
2021-03-10;"NORTE";79;21;0;0;60;57;0;0;58;0;3;0;79;21;58;60;57;3;139;78;61;0,2658;NA;0,95;NA;0,2658;0,95;0,5612
2021-03-10;"OESTE";74;25;0;0;50;43;0;0;49;0;7;0;74;25;49;50;43;7;124;68;56;0,3378;NA;0,86;NA;0,3378;0,86;0,5484
2021-03-10;"SUDOESTE";86;66;0;0;70;59;1;1;20;0;11;0;86;66;20;71;60;11;157;126;31;0,7674;NA;0,8429;1;0,7674;0,8451;0,8025
2021-03-10;"SUL";163;119;10;5;135;122;3;3;44;5;13;0;173;124;49;138;125;13;311;249;62;0,7301;0,5;0,9037;1;0,7168;0,9058;0,8006
2021-03-11;"CENTRO-LESTE";110;82;0;0;113;111;5;2;28;0;2;3;110;82;28;118;113;5;228;195;33;0,7455;NA;0,9823;0,4;0,7455;0,9576;0,8553
2021-03-11;"CENTRO-NORTE";40;13;0;0;20;19;0;0;27;0;1;0;40;13;27;20;19;1;60;32;28;0,325;NA;0,95;NA;0,325;0,95;0,5333
2021-03-11;"EXTREMO-SUL";30;11;0;0;45;37;0;0;19;0;8;0;30;11;19;45;37;8;75;48;27;0,3667;NA;0,8222;NA;0,3667;0,8222;0,64
2021-03-11;"LESTE";615;484;37;28;714;617;27;17;131;9;97;10;652;512;140;741;634;107;1393;1146;247;0,787;0,7568;0,8641;0,6296;0,7853;0,8556;0,8227
2021-03-11;"NORDESTE";6;6;4;0;8;8;0;0;0;4;0;0;10;6;4;8;8;0;18;14;4;1;0;1;NA;0,6;1;0,7778
2021-03-11;"NORTE";75;16;0;0;66;58;0;0;59;0;8;0;75;16;59;66;58;8;141;74;67;0,2133;NA;0,8788;NA;0,2133;0,8788;0,5248
2021-03-11;"OESTE";74;39;0;0;50;40;0;0;35;0;10;0;74;39;35;50;40;10;124;79;45;0,527;NA;0,8;NA;0,527;0,8;0,6371
2021-03-11;"SUDOESTE";86;63;0;0;70;68;1;1;23;0;2;0;86;63;23;71;69;2;157;132;25;0,7326;NA;0,9714;1;0,7326;0,9718;0,8408
2021-03-11;"SUL";163;115;10;4;135;122;3;3;48;6;13;0;173;119;54;138;125;13;311;244;67;0,7055;0,4;0,9037;1;0,6879;0,9058;0,7846
2021-03-12;"CENTRO-LESTE";110;80;0;0;113;111;5;5;30;0;2;0;110;80;30;118;116;2;228;196;32;0,7273;NA;0,9823;1;0,7273;0,9831;0,8596
2021-03-12;"CENTRO-NORTE";40;13;0;0;20;19;0;0;27;0;1;0;40;13;27;20;19;1;60;32;28;0,325;NA;0,95;NA;0,325;0,95;0,5333
2021-03-12;"EXTREMO-SUL";30;10;0;0;45;38;0;0;20;0;7;0;30;10;20;45;38;7;75;48;27;0,3333;NA;0,8444;NA;0,3333;0,8444;0,64
2021-03-12;"LESTE";655;478;37;32;724;616;27;18;177;5;108;9;692;510;182;751;634;117;1443;1144;299;0,7298;0,8649;0,8508;0,6667;0,737;0,8442;0,7928
2021-03-12;"NORDESTE";6;6;4;0;8;8;0;0;0;4;0;0;10;6;4;8;8;0;18;14;4;1;0;1;NA;0,6;1;0,7778
2021-03-12;"NORTE";75;15;0;0;66;59;0;0;60;0;7;0;75;15;60;66;59;7;141;74;67;0,2;NA;0,8939;NA;0,2;0,8939;0,5248
2021-03-12;"OESTE";74;40;0;0;50;41;0;0;34;0;9;0;74;40;34;50;41;9;124;81;43;0,5405;NA;0,82;NA;0,5405;0,82;0,6532
2021-03-12;"SUDOESTE";86;51;0;0;70;63;1;1;35;0;7;0;86;51;35;71;64;7;157;115;42;0,593;NA;0,9;1;0,593;0,9014;0,7325
2021-03-12;"SUL";168;112;10;3;135;120;3;3;56;7;15;0;178;115;63;138;123;15;316;238;78;0,6667;0,3;0,8889;1;0,6461;0,8913;0,7532
2021-03-13;"CENTRO-LESTE";110;91;0;0;113;109;5;5;19;0;4;0;110;91;19;118;114;4;228;205;23;0,8273;NA;0,9646;1;0,8273;0,9661;0,8991
2021-03-13;"CENTRO-NORTE";40;13;0;0;20;17;0;0;27;0;3;0;40;13;27;20;17;3;60;30;30;0,325;NA;0,85;NA;0,325;0,85;0,5
2021-03-13;"EXTREMO-SUL";30;15;0;0;45;36;0;0;15;0;9;0;30;15;15;45;36;9;75;51;24;0,5;NA;0,8;NA;0,5;0,8;0,68
2021-03-13;"LESTE";695;495;37;29;724;630;27;18;200;8;94;9;732;524;208;751;648;103;1483;1172;311;0,7122;0,7838;0,8702;0,6667;0,7158;0,8628;0,7903
2021-03-13;"NORDESTE";6;6;4;0;8;7;0;0;0;4;1;0;10;6;4;8;7;1;18;13;5;1;0;0,875;NA;0,6;0,875;0,7222
2021-03-13;"NORTE";75;14;0;0;70;61;0;0;61;0;9;0;75;14;61;70;61;9;145;75;70;0,1867;NA;0,8714;NA;0,1867;0,8714;0,5172
2021-03-13;"OESTE";74;46;0;0;50;46;0;0;28;0;4;0;74;46;28;50;46;4;124;92;32;0,6216;NA;0,92;NA;0,6216;0,92;0,7419
2021-03-13;"SUDOESTE";86;58;0;0;70;63;1;1;28;0;7;0;86;58;28;71;64;7;157;122;35;0,6744;NA;0,9;1;0,6744;0,9014;0,7771
2021-03-13;"SUL";168;116;10;8;135;116;3;2;52;2;19;1;178;124;54;138;118;20;316;242;74;0,6905;0,8;0,8593;0,6667;0,6966;0,8551;0,7658
2021-03-14;"CENTRO-LESTE";120;93;0;0;113;107;5;5;27;0;6;0;120;93;27;118;112;6;238;205;33;0,775;NA;0,9469;1;0,775;0,9492;0,8613
2021-03-14;"CENTRO-NORTE";40;7;0;0;20;20;0;0;33;0;0;0;40;7;33;20;20;0;60;27;33;0,175;NA;1;NA;0,175;1;0,45
2021-03-14;"EXTREMO-SUL";30;15;0;0;45;38;0;0;15;0;7;0;30;15;15;45;38;7;75;53;22;0,5;NA;0,8444;NA;0,5;0,8444;0,7067
2021-03-14;"LESTE";711;526;37;26;734;649;27;17;185;11;85;10;748;552;196;761;666;95;1509;1218;291;0,7398;0,7027;0,8842;0,6296;0,738;0,8752;0,8072
2021-03-14;"NORDESTE";6;6;4;0;8;8;0;0;0;4;0;0;10;6;4;8;8;0;18;14;4;1;0;1;NA;0,6;1;0,7778
2021-03-14;"NORTE";75;18;0;0;70;63;0;0;57;0;7;0;75;18;57;70;63;7;145;81;64;0,24;NA;0,9;NA;0,24;0,9;0,5586
2021-03-14;"OESTE";74;48;0;0;50;48;0;0;26;0;2;0;74;48;26;50;48;2;124;96;28;0,6486;NA;0,96;NA;0,6486;0,96;0,7742
2021-03-14;"SUDOESTE";96;64;0;0;70;62;1;1;32;0;8;0;96;64;32;71;63;8;167;127;40;0,6667;NA;0,8857;1;0,6667;0,8873;0,7605
2021-03-14;"SUL";168;126;10;6;135;116;3;3;42;4;19;0;178;132;46;138;119;19;316;251;65;0,75;0,6;0,8593;1;0,7416;0,8623;0,7943
2021-03-15;"CENTRO-LESTE";120;90;0;0;123;113;5;4;30;0;10;1;120;90;30;128;117;11;248;207;41;0,75;NA;0,9187;0,8;0,75;0,9141;0,8347
2021-03-15;"CENTRO-NORTE";40;10;0;0;20;16;0;0;30;0;4;0;40;10;30;20;16;4;60;26;34;0,25;NA;0,8;NA;0,25;0,8;0,4333
2021-03-15;"EXTREMO-SUL";30;15;0;0;55;38;0;0;15;0;17;0;30;15;15;55;38;17;85;53;32;0,5;NA;0,6909;NA;0,5;0,6909;0,6235
2021-03-15;"LESTE";729;521;37;26;751;649;27;17;208;11;102;10;766;547;219;778;666;112;1544;1213;331;0,7147;0,7027;0,8642;0,6296;0,7141;0,856;0,7856
2021-03-15;"NORDESTE";6;6;4;0;8;8;0;0;0;4;0;0;10;6;4;8;8;0;18;14;4;1;0;1;NA;0,6;1;0,7778
2021-03-15;"NORTE";75;16;0;0;70;60;0;0;59;0;10;0;75;16;59;70;60;10;145;76;69;0,2133;NA;0,8571;NA;0,2133;0,8571;0,5241
2021-03-15;"OESTE";74;44;0;0;50;46;0;0;30;0;4;0;74;44;30;50;46;4;124;90;34;0,5946;NA;0,92;NA;0,5946;0,92;0,7258
2021-03-15;"SUDOESTE";96;62;0;0;84;68;1;1;34;0;16;0;96;62;34;85;69;16;181;131;50;0,6458;NA;0,8095;1;0,6458;0,8118;0,7238
2021-03-15;"SUL";168;115;10;6;135;115;3;3;53;4;20;0;178;121;57;138;118;20;316;239;77;0,6845;0,6;0,8519;1;0,6798;0,8551;0,7563
2021-03-16;"CENTRO-LESTE";127;93;16;0;123;104;5;3;34;16;19;2;143;93;50;128;107;21;271;200;71;0,7323;0;0,8455;0,6;0,6503;0,8359;0,738
2021-03-16;"CENTRO-NORTE";40;12;0;0;20;17;0;0;28;0;3;0;40;12;28;20;17;3;60;29;31;0,3;NA;0,85;NA;0,3;0,85;0,4833
2021-03-16;"EXTREMO-SUL";30;17;0;0;55;42;0;0;13;0;13;0;30;17;13;55;42;13;85;59;26;0,5667;NA;0,7636;NA;0,5667;0,7636;0,6941
2021-03-16;"LESTE";745;547;37;28;751;646;27;16;198;9;105;11;782;575;207;778;662;116;1560;1237;323;0,7342;0,7568;0,8602;0,5926;0,7353;0,8509;0,7929
2021-03-16;"NORDESTE";9;9;4;0;8;8;0;0;0;4;0;0;13;9;4;8;8;0;21;17;4;1;0;1;NA;0,6923;1;0,8095
2021-03-16;"NORTE";75;16;0;0;70;62;0;0;59;0;8;0;75;16;59;70;62;8;145;78;67;0,2133;NA;0,8857;NA;0,2133;0,8857;0,5379
2021-03-16;"OESTE";74;41;0;0;50;47;0;0;33;0;3;0;74;41;33;50;47;3;124;88;36;0,5541;NA;0,94;NA;0,5541;0,94;0,7097
2021-03-16;"SUDOESTE";106;68;0;0;84;69;1;1;38;0;15;0;106;68;38;85;70;15;191;138;53;0,6415;NA;0,8214;1;0,6415;0,8235;0,7225
2021-03-16;"SUL";168;120;10;3;135;125;3;3;48;7;10;0;178;123;55;138;128;10;316;251;65;0,7143;0,3;0,9259;1;0,691;0,9275;0,7943
2021-03-17;"CENTRO-LESTE";127;90;16;13;123;102;5;3;37;3;21;2;143;103;40;128;105;23;271;208;63;0,7087;0,8125;0,8293;0,6;0,7203;0,8203;0,7675
2021-03-17;"CENTRO-NORTE";40;10;0;0;30;17;0;0;30;0;13;0;40;10;30;30;17;13;70;27;43;0,25;NA;0,5667;NA;0,25;0,5667;0,3857
2021-03-17;"EXTREMO-SUL";30;15;0;0;55;41;0;0;15;0;14;0;30;15;15;55;41;14;85;56;29;0,5;NA;0,7455;NA;0,5;0,7455;0,6588
2021-03-17;"LESTE";765;552;37;23;761;663;27;17;213;14;98;10;802;575;227;788;680;108;1590;1255;335;0,7216;0,6216;0,8712;0,6296;0,717;0,8629;0,7893
2021-03-17;"NORDESTE";9;9;4;0;8;7;0;0;0;4;1;0;13;9;4;8;7;1;21;16;5;1;0;0,875;NA;0,6923;0,875;0,7619
2021-03-17;"NORTE";75;15;0;0;70;59;0;0;60;0;11;0;75;15;60;70;59;11;145;74;71;0,2;NA;0,8429;NA;0,2;0,8429;0,5103
2021-03-17;"OESTE";74;38;0;0;50;44;0;0;36;0;6;0;74;38;36;50;44;6;124;82;42;0,5135;NA;0,88;NA;0,5135;0,88;0,6613
2021-03-17;"SUDOESTE";106;62;0;0;84;77;1;0;44;0;7;1;106;62;44;85;77;8;191;139;52;0,5849;NA;0,9167;0;0,5849;0,9059;0,7277
2021-03-17;"SUL";168;114;10;4;135;124;3;3;54;6;11;0;178;118;60;138;127;11;316;245;71;0,6786;0,4;0,9185;1;0,6629;0,9203;0,7753
2021-03-18;"CENTRO-LESTE";127;92;16;15;123;110;5;2;35;1;13;3;143;107;36;128;112;16;271;219;52;0,7244;0,9375;0,8943;0,4;0,7483;0,875;0,8081
2021-03-18;"CENTRO-NORTE";40;12;0;0;30;17;0;0;28;0;13;0;40;12;28;30;17;13;70;29;41;0,3;NA;0,5667;NA;0,3;0,5667;0,4143
2021-03-18;"EXTREMO-SUL";30;18;0;0;55;44;0;0;12;0;11;0;30;18;12;55;44;11;85;62;23;0,6;NA;0,8;NA;0,6;0,8;0,7294
2021-03-18;"LESTE";785;599;37;27;771;668;27;16;186;10;103;11;822;626;196;798;684;114;1620;1310;310;0,7631;0,7297;0,8664;0,5926;0,7616;0,8571;0,8086
2021-03-18;"NORDESTE";9;7;4;0;8;8;0;0;2;4;0;0;13;7;6;8;8;0;21;15;6;0,7778;0;1;NA;0,5385;1;0,7143
2021-03-18;"NORTE";75;16;0;0;70;61;0;0;59;0;9;0;75;16;59;70;61;9;145;77;68;0,2133;NA;0,8714;NA;0,2133;0,8714;0,531
2021-03-18;"OESTE";74;38;0;0;50;49;0;0;36;0;1;0;74;38;36;50;49;1;124;87;37;0,5135;NA;0,98;NA;0,5135;0,98;0,7016
2021-03-18;"SUDOESTE";106;61;0;0;84;76;1;0;45;0;8;1;106;61;45;85;76;9;191;137;54;0,5755;NA;0,9048;0;0,5755;0,8941;0,7173
2021-03-18;"SUL";176;110;10;4;145;128;3;3;66;6;17;0;186;114;72;148;131;17;334;245;89;0,625;0,4;0,8828;1;0,6129;0,8851;0,7335
2021-03-19;"CENTRO-LESTE";127;95;16;13;123;109;5;3;32;3;14;2;143;108;35;128;112;16;271;220;51;0,748;0,8125;0,8862;0,6;0,7552;0,875;0,8118
2021-03-19;"CENTRO-NORTE";40;11;0;0;30;14;0;0;29;0;16;0;40;11;29;30;14;16;70;25;45;0,275;NA;0,4667;NA;0,275;0,4667;0,3571
2021-03-19;"EXTREMO-SUL";30;18;0;0;55;43;0;0;12;0;12;0;30;18;12;55;43;12;85;61;24;0,6;NA;0,7818;NA;0,6;0,7818;0,7176
2021-03-19;"LESTE";785;578;37;22;771;656;27;18;207;15;115;9;822;600;222;798;674;124;1620;1274;346;0,7363;0,5946;0,8508;0,6667;0,7299;0,8446;0,7864
2021-03-19;"NORDESTE";9;8;4;0;8;5;0;0;1;4;3;0;13;8;5;8;5;3;21;13;8;0,8889;0;0,625;NA;0,6154;0,625;0,619
2021-03-19;"NORTE";75;18;0;0;70;60;0;0;57;0;10;0;75;18;57;70;60;10;145;78;67;0,24;NA;0,8571;NA;0,24;0,8571;0,5379
2021-03-19;"OESTE";74;42;0;0;50;49;0;0;32;0;1;0;74;42;32;50;49;1;124;91;33;0,5676;NA;0,98;NA;0,5676;0,98;0,7339
2021-03-19;"SUDOESTE";106;67;0;0;84;78;1;0;39;0;6;1;106;67;39;85;78;7;191;145;46;0,6321;NA;0,9286;0;0,6321;0,9176;0,7592
2021-03-19;"SUL";176;112;10;4;145;126;3;3;64;6;19;0;186;116;70;148;129;19;334;245;89;0,6364;0,4;0,869;1;0,6237;0,8716;0,7335
2021-03-20;"CENTRO-LESTE";127;94;16;13;123;110;5;3;33;3;13;2;143;107;36;128;113;15;271;220;51;0,7402;0,8125;0,8943;0,6;0,7483;0,8828;0,8118
2021-03-20;"CENTRO-NORTE";40;9;0;0;30;20;0;0;31;0;10;0;40;9;31;30;20;10;70;29;41;0,225;NA;0,6667;NA;0,225;0,6667;0,4143
2021-03-20;"EXTREMO-SUL";30;17;0;0;55;44;0;0;13;0;11;0;30;17;13;55;44;11;85;61;24;0,5667;NA;0,8;NA;0,5667;0,8;0,7176
2021-03-20;"LESTE";805;614;37;25;791;669;27;18;191;12;122;9;842;639;203;818;687;131;1660;1326;334;0,7627;0,6757;0,8458;0,6667;0,7589;0,8399;0,7988
2021-03-20;"NORDESTE";9;9;4;0;8;3;0;0;0;4;5;0;13;9;4;8;3;5;21;12;9;1;0;0,375;NA;0,6923;0,375;0,5714
2021-03-20;"NORTE";75;15;0;0;70;56;0;0;60;0;14;0;75;15;60;70;56;14;145;71;74;0,2;NA;0,8;NA;0,2;0,8;0,4897
2021-03-20;"OESTE";70;47;0;0;54;49;0;0;23;0;5;0;70;47;23;54;49;5;124;96;28;0,6714;NA;0,9074;NA;0,6714;0,9074;0,7742
2021-03-20;"SUDOESTE";106;64;0;0;84;82;1;1;42;0;2;0;106;64;42;85;83;2;191;147;44;0,6038;NA;0,9762;1;0,6038;0,9765;0,7696
2021-03-20;"SUL";176;107;10;3;145;129;3;3;69;7;16;0;186;110;76;148;132;16;334;242;92;0,608;0,3;0,8897;1;0,5914;0,8919;0,7246
2021-03-21;"CENTRO-LESTE";127;99;16;13;123;105;5;3;28;3;18;2;143;112;31;128;108;20;271;220;51;0,7795;0,8125;0,8537;0,6;0,7832;0,8438;0,8118
2021-03-21;"CENTRO-NORTE";40;9;0;0;30;20;0;0;31;0;10;0;40;9;31;30;20;10;70;29;41;0,225;NA;0,6667;NA;0,225;0,6667;0,4143
2021-03-21;"EXTREMO-SUL";30;19;0;0;55;43;0;0;11;0;12;0;30;19;11;55;43;12;85;62;23;0,6333;NA;0,7818;NA;0,6333;0,7818;0,7294
2021-03-21;"LESTE";805;613;37;26;791;692;27;18;192;11;99;9;842;639;203;818;710;108;1660;1349;311;0,7615;0,7027;0,8748;0,6667;0,7589;0,868;0,8127
2021-03-21;"NORDESTE";9;9;4;0;8;3;0;0;0;4;5;0;13;9;4;8;3;5;21;12;9;1;0;0,375;NA;0,6923;0,375;0,5714
2021-03-21;"NORTE";75;13;0;0;70;50;0;0;62;0;20;0;75;13;62;70;50;20;145;63;82;0,1733;NA;0,7143;NA;0,1733;0,7143;0,4345
2021-03-21;"OESTE";70;45;0;0;54;50;0;0;25;0;4;0;70;45;25;54;50;4;124;95;29;0,6429;NA;0,9259;NA;0,6429;0,9259;0,7661
2021-03-21;"SUDOESTE";106;61;0;0;84;79;1;1;45;0;5;0;106;61;45;85;80;5;191;141;50;0,5755;NA;0,9405;1;0,5755;0,9412;0,7382
2021-03-21;"SUL";176;103;10;2;145;132;3;3;73;8;13;0;186;105;81;148;135;13;334;240;94;0,5852;0,2;0,9103;1;0,5645;0,9122;0,7186
2021-03-22;"CENTRO-LESTE";127;96;16;13;123;105;5;4;31;3;18;1;143;109;34;128;109;19;271;218;53;0,7559;0,8125;0,8537;0,8;0,7622;0,8516;0,8044
2021-03-22;"CENTRO-NORTE";40;7;0;0;30;19;0;0;33;0;11;0;40;7;33;30;19;11;70;26;44;0,175;NA;0,6333;NA;0,175;0,6333;0,3714
2021-03-22;"EXTREMO-SUL";30;11;0;0;55;46;0;0;19;0;9;0;30;11;19;55;46;9;85;57;28;0,3667;NA;0,8364;NA;0,3667;0,8364;0,6706
2021-03-22;"LESTE";835;642;37;31;821;701;27;16;193;6;120;11;872;673;199;848;717;131;1720;1390;330;0,7689;0,8378;0,8538;0,5926;0,7718;0,8455;0,8081
2021-03-22;"NORDESTE";9;9;4;0;8;8;0;0;0;4;0;0;13;9;4;8;8;0;21;17;4;1;0;1;NA;0,6923;1;0,8095
2021-03-22;"NORTE";75;16;0;0;70;59;0;0;59;0;11;0;75;16;59;70;59;11;145;75;70;0,2133;NA;0,8429;NA;0,2133;0,8429;0,5172
2021-03-22;"OESTE";70;47;0;0;54;51;0;0;23;0;3;0;70;47;23;54;51;3;124;98;26;0,6714;NA;0,9444;NA;0,6714;0,9444;0,7903
2021-03-22;"SUDOESTE";106;65;0;0;84;78;1;1;41;0;6;0;106;65;41;85;79;6;191;144;47;0,6132;NA;0,9286;1;0,6132;0,9294;0,7539
2021-03-22;"SUL";176;104;10;4;145;136;3;1;72;6;9;2;186;108;78;148;137;11;334;245;89;0,5909;0,4;0,9379;0,3333;0,5806;0,9257;0,7335
2021-03-23;"CENTRO-LESTE";127;97;16;12;123;109;5;4;30;4;14;1;143;109;34;128;113;15;271;222;49;0,7638;0,75;0,8862;0,8;0,7622;0,8828;0,8192
2021-03-23;"CENTRO-NORTE";40;7;0;0;30;19;0;0;33;0;11;0;40;7;33;30;19;11;70;26;44;0,175;NA;0,6333;NA;0,175;0,6333;0,3714
